R,xF,F_mol_s,xD,Qreb_kW
3.01053,0.634211,19.444444444444443,0.993646,856.811
3.01053,0.673684,19.444444444444443,0.99449,860.208
3.01053,0.713158,19.444444444444443,0.995147,863.641
3.01053,0.752632,19.444444444444443,0.99567,867.109
3.01053,0.792105,19.444444444444443,0.996096,870.608
3.01053,0.831579,19.444444444444443,0.996449,874.131
3.01053,0.871053,19.444444444444443,0.996747,877.682
3.01053,0.910526,19.444444444444443,0.997001,881.257
3.01053,0.95,19.444444444444443,0.99722,884.852
3.23158,0.2,19.444444444444443,0.793036,834.836
3.23158,0.239474,19.444444444444443,0.860094,837.29
3.23158,0.278947,19.444444444444443,0.910798,839.85
3.23158,0.318421,19.444444444444443,0.946729,842.512
3.23158,0.357895,19.444444444444443,0.96886,845.273
3.23158,0.397368,19.444444444444443,0.980613,848.124
3.23158,0.436842,19.444444444444443,0.986708,851.05
3.23158,0.476316,19.444444444444443,0.990125,854.043
3.23158,0.515789,19.444444444444443,0.992231,857.096
3.23158,0.555263,19.444444444444443,0.993634,860.201
3.23158,0.594737,19.444444444444443,0.994627,863.358
3.23158,0.634211,19.444444444444443,0.995363,866.559
3.23158,0.673684,19.444444444444443,0.99593,869.8
3.23158,0.713158,19.444444444444443,0.996378,873.08
3.23158,0.752632,19.444444444444443,0.99674,876.394
3.23158,0.792105,19.444444444444443,0.99704,879.738
3.23158,0.831579,19.444444444444443,0.997292,883.109
3.23158,0.871053,19.444444444444443,0.997505,886.506
3.23158,0.910526,19.444444444444443,0.99769,889.927
3.23158,0.95,19.444444444444443,0.99785,893.369
3.45263,0.2,19.444444444444443,0.818264,845.428
3.45263,0.239474,19.444444444444443,0.885603,847.727
3.45263,0.278947,19.444444444444443,0.934338,850.14
3.45263,0.318421,19.444444444444443,0.964882,852.664
3.45263,0.357895,19.444444444444443,0.980199,855.292
3.45263,0.397368,19.444444444444443,0.987289,858.005
3.45263,0.436842,19.444444444444443,0.99091,860.79
3.45263,0.476316,19.444444444444443,0.993009,863.64
3.45263,0.515789,19.444444444444443,0.994354,866.549
3.45263,0.555263,19.444444444444443,0.995282,869.512
3.45263,0.594737,19.444444444444443,0.995957,872.525
3.45263,0.634211,19.444444444444443,0.996469,875.583
3.45263,0.673684,19.444444444444443,0.99687,878.681
3.45263,0.713158,19.444444444444443,0.997192,881.818
3.45263,0.752632,19.444444444444443,0.997456,884.99
3.45263,0.792105,19.444444444444443,0.997677,888.19
3.45263,0.831579,19.444444444444443,0.997864,891.419
3.45263,0.871053,19.444444444444443,0.998024,894.674
3.45263,0.910526,19.444444444444443,0.998163,897.953
3.45263,0.95,19.444444444444443,0.998285,901.253
3.67368,0.2,19.444444444444443,0.843167,855.254
3.67368,0.239474,19.444444444444443,0.910072,857.411
3.67368,0.278947,19.444444444444443,0.954701,859.693
3.67368,0.318421,19.444444444444443,0.977494,862.097
3.67368,0.357895,19.444444444444443,0.986917,864.601
3.67368,0.397368,19.444444444444443,0.991159,867.183
3.67368,0.436842,19.444444444444443,0.99342,869.835
3.67368,0.476316,19.444444444444443,0.994794,872.551
3.67368,0.515789,19.444444444444443,0.995709,875.326
3.67368,0.555263,19.444444444444443,0.996358,878.162
3.67368,0.594737,19.444444444444443,0.996842,881.043
3.67368,0.634211,19.444444444444443,0.997216,883.968
3.67368,0.673684,19.444444444444443,0.997513,886.935
3.67368,0.713158,19.444444444444443,0.997755,889.939
3.67368,0.752632,19.444444444444443,0.997956,892.978
3.67368,0.792105,19.444444444444443,0.998125,896.046
3.67368,0.831579,19.444444444444443,0.998269,899.143
3.67368,0.871053,19.444444444444443,0.998393,902.266
3.67368,0.910526,19.444444444444443,0.998502,905.413
3.67368,0.95,19.444444444444443,0.998597,908.58
3.89474,0.2,19.444444444444443,0.86762,864.403
3.89474,0.239474,19.444444444444443,0.932837,866.433
3.89474,0.278947,19.444444444444443,0.970324,868.603
3.89474,0.318421,19.444444444444443,0.985179,870.896
3.89474,0.357895,19.444444444444443,0.990836,873.279
3.89474,0.397368,19.444444444444443,0.993505,875.737
3.89474,0.436842,19.444444444444443,0.995009,878.259
3.89474,0.476316,19.444444444444443,0.995963,880.856
3.89474,0.515789,19.444444444444443,0.996619,883.507
3.89474,0.555263,19.444444444444443,0.997096,886.213
3.89474,0.594737,19.444444444444443,0.997458,888.969
3.89474,0.634211,19.444444444444443,0.997743,891.771
3.89474,0.673684,19.444444444444443,0.997971,894.614
3.89474,0.713158,19.444444444444443,0.998159,897.495
3.89474,0.752632,19.444444444444443,0.998317,900.41
3.89474,0.792105,19.444444444444443,0.99845,903.354
3.89474,0.831579,19.444444444444443,0.998565,906.33
3.89474,0.871053,19.444444444444443,0.998664,909.328
3.89474,0.910526,19.444444444444443,0.998751,912.352
3.89474,0.95,19.444444444444443,0.998828,915.397
4.11579,0.2,19.444444444444443,0.891419,872.932
4.11579,0.239474,19.444444444444443,0.952778,874.848
4.11579,0.278947,19.444444444444443,0.980645,876.922
4.11579,0.318421,19.444444444444443,0.989681,879.109
4.11579,0.357895,19.444444444444443,0.993224,881.376
4.11579,0.397368,19.444444444444443,0.99501,883.717
4.11579,0.436842,19.444444444444443,0.99607,886.127
4.11579,0.476316,19.444444444444443,0.996766,888.601
4.11579,0.515789,19.444444444444443,0.997257,891.136
4.11579,0.555263,19.444444444444443,0.997622,893.726
4.11579,0.594737,19.444444444444443,0.997903,896.366
4.11579,0.634211,19.444444444444443,0.998127,899.052
4.11579,0.673684,19.444444444444443,0.998308,901.78
4.11579,0.713158,19.444444444444443,0.998459,904.546
4.11579,0.752632,19.444444444444443,0.998585,907.346
4.11579,0.792105,19.444444444444443,0.998694,910.175
4.11579,0.831579,19.444444444444443,0.998787,913.034
4.11579,0.871053,19.444444444444443,0.998868,915.919
4.11579,0.910526,19.444444444444443,0.99894,918.828
4.11579,0.95,19.444444444444443,0.999004,921.758
4.33684,0.2,19.444444444444443,0.914212,880.906
4.33684,0.239474,19.444444444444443,0.968456,882.728
4.33684,0.278947,19.444444444444443,0.986838,884.713
4.33684,0.318421,19.444444444444443,0.992407,886.795
4.33684,0.357895,19.444444444444443,0.994764,888.952
4.33684,0.397368,19.444444444444443,0.996029,891.182
4.33684,0.436842,19.444444444444443,0.996811,893.482
4.33684,0.476316,19.444444444444443,0.997341,895.847
4.33684,0.515789,19.444444444444443,0.997722,898.273
4.33684,0.555263,19.444444444444443,0.99801,900.754
4.33684,0.594737,19.444444444444443,0.998235,903.286
4.33684,0.634211,19.444444444444443,0.998415,905.864
4.33684,0.673684,19.444444444444443,0.998563,908.483
4.33684,0.713158,19.444444444444443,0.998686,911.141
4.33684,0.752632,19.444444444444443,0.998791,913.833
4.33684,0.792105,19.444444444444443,0.99888,916.555
4.33684,0.831579,19.444444444444443,0.998958,919.307
4.33684,0.871053,19.444444444444443,0.999026,922.084
4.33684,0.910526,19.444444444444443,0.999086,924.885
4.33684,0.95,19.444444444444443,0.99914,927.708
4.55789,0.2,19.444444444444443,0.93539,888.38
4.55789,0.239474,19.444444444444443,0.979145,890.126
4.55789,0.278947,19.444444444444443,0.990533,892.023
4.55789,0.318421,19.444444444444443,0.994152,894.001
4.55789,0.357895,19.444444444444443,0.995812,896.054
4.55789,0.397368,19.444444444444443,0.99675,898.18
4.55789,0.436842,19.444444444444443,0.99735,900.377
4.55789,0.476316,19.444444444444443,0.997766,902.639
4.55789,0.515789,19.444444444444443,0.998071,904.963
4.55789,0.555263,19.444444444444443,0.998304,907.342
4.55789,0.594737,19.444444444444443,0.998488,909.772
4.55789,0.634211,19.444444444444443,0.998637,912.249
4.55789,0.673684,19.444444444444443,0.99876,914.767
4.55789,0.713158,19.444444444444443,0.998863,917.324
4.55789,0.752632,19.444444444444443,0.998951,919.913
4.55789,0.792105,19.444444444444443,0.999027,922.536
4.55789,0.831579,19.444444444444443,0.999092,925.187
4.55789,0.871053,19.444444444444443,0.99915,927.863
4.55789,0.910526,19.444444444444443,0.999201,930.563
4.55789,0.95,19.444444444444443,0.999247,933.285
4.77895,0.2,19.444444444444443,0.953947,895.405
4.77895,0.239474,19.444444444444443,0.985714,897.086
4.77895,0.278947,19.444444444444443,0.992838,898.891
4.77895,0.318421,19.444444444444443,0.995331,900.771
4.77895,0.357895,19.444444444444443,0.996557,902.726
4.77895,0.397368,19.444444444444443,0.997279,904.754
4.77895,0.436842,19.444444444444443,0.997754,906.854
4.77895,0.476316,19.444444444444443,0.99809,909.02
4.77895,0.515789,19.444444444444443,0.99834,911.247
4.77895,0.555263,19.444444444444443,0.998533,913.531
4.77895,0.594737,19.444444444444443,0.998686,915.865
4.77895,0.634211,19.444444444444443,0.998812,918.247
4.77895,0.673684,19.444444444444443,0.998916,920.67
4.77895,0.713158,19.444444444444443,0.999003,923.132
4.77895,0.752632,19.444444444444443,0.999078,925.626
4.77895,0.792105,19.444444444444443,0.999143,928.154
4.77895,0.831579,19.444444444444443,0.9992,930.71
4.77895,0.871053,19.444444444444443,0.99925,933.291
4.77895,0.910526,19.444444444444443,0.999294,935.897
4.77895,0.95,19.444444444444443,0.999334,938.525
5.0,0.2,19.444444444444443,0.968628,902.026
5.0,0.239474,19.444444444444443,0.989679,903.642
5.0,0.278947,19.444444444444443,0.994358,905.357
5.0,0.318421,19.444444444444443,0.996165,907.143
5.0,0.357895,19.444444444444443,0.997105,909.005
5.0,0.397368,19.444444444444443,0.997679,910.942
5.0,0.436842,19.444444444444443,0.998065,912.949
5.0,0.476316,19.444444444444443,0.998342,915.025
5.0,0.515789,19.444444444444443,0.998551,917.162
5.0,0.555263,19.444444444444443,0.998714,919.356
5.0,0.594737,19.444444444444443,0.998844,921.6
5.0,0.634211,19.444444444444443,0.998951,923.891
5.0,0.673684,19.444444444444443,0.999041,926.225
5.0,0.713158,19.444444444444443,0.999116,928.598
5.0,0.752632,19.444444444444443,0.999181,931.003
5.0,0.792105,19.444444444444443,0.999238,933.441
5.0,0.831579,19.444444444444443,0.999287,935.908
5.0,0.871053,19.444444444444443,0.999331,938.401
5.0,0.910526,19.444444444444443,0.99937,940.917
5.0,0.95,19.444444444444443,0.999404,943.456
